Tour_ID,country,age_group,travel_with,total_female,total_male,purpose,main_activity,info_source,tour_arrangement,package_transport_int,package_accomodation,package_food,package_transport_tz,package_sightseeing,package_guided_tour,package_insurance,night_mainland,night_zanzibar,first_trip_tz,cost_category,total_person,tour_options,total_nights,total_nights_bin,continent
tour_idtbjz9hp2,united_kingdom,18_to_24,Alone,0.0,1.0,Visiting_Friends_and_Relatives,Beach_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,3,0,1,Low Cost,1.0,0,3,less_7_days,other
tour_idakezwg8i,united_states_of_america,45_to_64,None,0.0,2.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,0,1,1,0,1,1,0,5,0,1,Low Cost,2.0,4,5,less_7_days,other
tour_idpxzsdy1s,india,25_to_44,None,0.0,1.0,Visiting_Friends_and_Relatives,Beach_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,3,3,1,Lower Cost,1.0,0,6,less_7_days,AS
tour_idkky33aii,uae,18_to_24,None,1.0,0.0,Leisure_and_Holidays,Cultural_Tourism,Travel_agent_tour_operator,Package_Tour,0,1,1,1,0,1,0,4,4,1,Higher Cost,1.0,4,8,8_to_14_days,other
tour_idgms629co,rwanda,25_to_44,Alone,0.0,1.0,Visiting_Friends_and_Relatives,Cultural_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,1,0,1,Lower Cost,1.0,0,1,less_7_days,AF
tour_idh0xxtmrh,sweden,25_to_44,With_Spouse,1.0,1.0,Leisure_and_Holidays,Cultural_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,15,0,0,Normal Cost,2.0,0,15,15_to_30_days,EU
tour_idd105ryrf,india,25_to_44,With_Other_Friends/Relatives,1.0,1.0,Meetings_and_Conference,Wildlife_Tourism,Newspaper_magazines_brochures,Independent,0,0,0,0,0,0,0,5,2,1,High Cost,2.0,0,7,less_7_days,AS
tour_idrldlhyjl,finland,25_to_44,Alone,1.0,0.0,Leisure_and_Holidays,Beach_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,10,0,0,Normal Cost,1.0,0,10,8_to_14_days,EU
tour_id7j4stpsy,kenya,45_to_64,With_Children,0.0,3.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Independent,0,0,0,0,0,0,0,3,0,0,Normal Cost,3.0,0,3,less_7_days,AF
tour_id2y7igw6s,united_kingdom,25_to_44,Alone,1.0,0.0,Business,Hunting_Tourism,Others,Independent,0,0,0,0,0,0,0,3,0,0,Normal Cost,1.0,0,3,less_7_days,other
tour_idl4isl1b7,the_netherlands,25_to_44,Alone,0.0,1.0,Leisure_and_Holidays,Cultural_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,60,0,0,Lower Cost,1.0,0,60,31_to_180_days,other
tour_idgufrmmzf,india,25_to_44,With_Other_Friends/Relatives,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Independent,0,0,0,0,0,0,0,10,4,1,High Cost,2.0,0,14,8_to_14_days,AS
tour_idsjekwu9f,france,25_to_44,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,1,6,5,1,Higher Cost,2.0,7,11,8_to_14_days,EU
tour_id9dxb1eh4,united_states_of_america,25_to_44,Alone,1.0,0.0,Scientific_and_Academic,Beach_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,20,0,1,Normal Cost,1.0,0,20,15_to_30_days,other
tour_idsjr4nur2,zambia,25_to_44,Alone,0.0,1.0,Business,Wildlife_Tourism,Others,Independent,0,0,0,0,0,0,0,2,0,0,Lower Cost,1.0,0,2,less_7_days,AF
tour_ida94d8bqt,canada,45_to_64,Alone,0.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,0,1,1,1,1,1,0,14,0,1,Higher Cost,1.0,5,14,8_to_14_days,North_Am
tour_idokyswvk8,united_states_of_america,25_to_44,With_Other_Friends/Relatives,5.0,5.0,Leisure_and_Holidays,Conference_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,0,1,1,0,5,0,1,Highest Cost,10.0,5,5,less_7_days,other
tour_idfld3c9u4,italy,25_to_44,With_Spouse,1.0,1.0,Leisure_and_Holidays,Beach_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,0,1,0,1,0,9,1,High Cost,2.0,5,9,8_to_14_days,EU
tour_idskn7hbgy,united_kingdom,18_to_24,Alone,0.0,1.0,Leisure_and_Holidays,Conference_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,0,12,0,1,High Cost,1.0,6,12,8_to_14_days,other
tour_idzphdc76f,the_netherlands,18_to_24,With_Other_Friends/Relatives,1.0,2.0,Visiting_Friends_and_Relatives,Beach_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,30,0,0,High Cost,3.0,0,30,15_to_30_days,other
tour_idowy70g3h,south_africa,25_to_44,Alone,1.0,0.0,Business,Hunting_Tourism,Newspaper_magazines_brochures,Independent,0,0,0,0,0,0,0,42,0,1,Normal Cost,1.0,0,42,31_to_180_days,other
tour_idg04vkvto,kenya,45_to_64,With_Spouse_and_Children,1.0,2.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Independent,0,0,0,0,0,0,0,2,0,1,Low Cost,3.0,0,2,less_7_days,AF
tour_iduza91tdd,united_states_of_america,more_65,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,1,15,0,1,Higher Cost,2.0,7,15,15_to_30_days,other
tour_ido54h8nxq,canada,45_to_64,Alone,0.0,1.0,Meetings_and_Conference,Wildlife_Tourism,Travel_agent_tour_operator,Independent,0,0,0,0,0,0,0,3,0,0,Low Cost,1.0,0,3,less_7_days,North_Am
tour_id9o3pqoj2,france,25_to_44,Alone,1.0,0.0,Leisure_and_Holidays,Wildlife_Tourism,Friends_relatives,Package_Tour,0,1,1,1,1,1,0,15,0,1,High Cost,1.0,5,15,15_to_30_days,EU
tour_idxf1bbrrs,united_states_of_america,45_to_64,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Friends_relatives,Package_Tour,0,1,1,0,1,1,0,11,0,1,High Cost,2.0,4,11,8_to_14_days,other
tour_idmo68pist,denmark,18_to_24,With_Spouse,1.0,1.0,Leisure_and_Holidays,Beach_Tourism,Others,Independent,0,0,0,0,0,0,0,0,7,1,Normal Cost,2.0,0,7,less_7_days,EU
tour_idmf4lenrl,brazil,25_to_44,Alone,0.0,1.0,Business,Wildlife_Tourism,Travel_agent_tour_operator,Independent,0,0,0,0,0,0,0,35,0,1,Normal Cost,1.0,0,35,31_to_180_days,South_Am
tour_id2czqc7xw,united_kingdom,45_to_64,With_Spouse_and_Children,2.0,2.0,Business,Wildlife_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,0,120,0,Higher Cost,4.0,0,120,31_to_180_days,other
tour_idnkhp7v6b,south_africa,25_to_44,With_Other_Friends/Relatives,0.0,2.0,Business,Wildlife_Tourism,Travel_agent_tour_operator,Independent,0,0,0,0,0,0,0,1,0,0,High Cost,2.0,0,1,less_7_days,other
tour_idjonh38xf,italy,25_to_44,With_Spouse,1.0,1.0,Leisure_and_Holidays,Beach_Tourism,Radio_TV_Web,Package_Tour,1,1,1,0,1,1,0,0,7,1,High Cost,2.0,5,7,less_7_days,EU
tour_id6w5emka5,canada,25_to_44,With_Spouse,1.0,1.0,Visiting_Friends_and_Relatives,Wildlife_Tourism,Tanzania_Mission_Abroad,Package_Tour,0,1,1,1,1,0,0,14,5,1,High Cost,2.0,4,19,15_to_30_days,North_Am
tour_id9q8w2ulo,uganda,45_to_64,With_Spouse_and_Children,2.0,1.0,Leisure_and_Holidays,Beach_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,6,0,0,Lower Cost,3.0,0,6,less_7_days,AF
tour_idce721rgf,russia,45_to_64,Alone,0.0,1.0,Business,Wildlife_Tourism,Tanzania_Mission_Abroad,Independent,0,0,0,0,0,0,0,1,0,1,Lower Cost,1.0,0,1,less_7_days,EU
tour_idoinm104r,italy,25_to_44,With_Spouse,1.0,1.0,Leisure_and_Holidays,Beach_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,0,0,0,0,7,1,High Cost,2.0,4,7,less_7_days,EU
tour_idid58loe2,canada,45_to_64,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,0,1,1,1,1,1,0,10,0,1,Higher Cost,2.0,5,10,8_to_14_days,North_Am
tour_idmq9ztuf3,united_states_of_america,45_to_64,Alone,0.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,1,12,0,1,Normal Cost,1.0,7,12,8_to_14_days,other
tour_iduye13brt,burundi,45_to_64,None,0.0,1.0,Visiting_Friends_and_Relatives,Hunting_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,1,0,0,Lower Cost,1.0,0,1,less_7_days,AF
tour_idowlkp2ze,zambia,25_to_44,Alone,0.0,1.0,Other,Hunting_Tourism,Others,Independent,0,0,0,0,0,0,0,5,0,0,Lower Cost,1.0,0,5,less_7_days,AF
tour_idyfaehly0,united_kingdom,25_to_44,Alone,0.0,1.0,Leisure_and_Holidays,Cultural_Tourism,Travel_agent_tour_operator,Independent,0,0,0,0,0,0,0,56,5,1,Normal Cost,1.0,0,61,31_to_180_days,other
tour_idydyr160k,italy,25_to_44,With_Spouse,1.0,1.0,Leisure_and_Holidays,Beach_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,0,1,0,1,0,0,7,1,High Cost,2.0,4,7,less_7_days,EU
tour_idsuk2divu,italy,25_to_44,With_Spouse,1.0,1.0,Other,Hunting_Tourism,Friends_relatives,Package_Tour,1,1,1,1,0,1,0,0,14,1,High Cost,2.0,5,14,8_to_14_days,EU
tour_idhvr2uyhx,united_states_of_america,25_to_44,With_Spouse,1.0,1.0,Leisure_and_Holidays,Beach_Tourism,Radio_TV_Web,Package_Tour,1,0,0,0,0,0,0,0,6,1,High Cost,2.0,1,6,less_7_days,other
tour_id98vh1lgs,france,25_to_44,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,0,1,0,0,0,8,4,1,Higher Cost,2.0,3,12,8_to_14_days,EU
tour_id0epl9yx5,united_kingdom,45_to_64,With_Other_Friends/Relatives,0.0,2.0,Business,Wildlife_Tourism,Others,Independent,0,0,0,0,0,0,0,5,0,1,Lower Cost,2.0,0,5,less_7_days,other
tour_idhnfisnwa,italy,more_65,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,1,11,0,1,Higher Cost,2.0,7,11,8_to_14_days,EU
tour_idl78tko6u,france,45_to_64,With_Spouse_and_Children,1.0,2.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,0,1,1,7,11,1,Higher Cost,3.0,6,18,15_to_30_days,EU
tour_id094rvr31,canada,25_to_44,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,0,1,1,1,1,1,0,12,0,1,High Cost,2.0,5,12,8_to_14_days,North_Am
tour_idzw7jmm7i,the_netherlands,25_to_44,With_Spouse_and_Children,1.0,3.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,1,14,6,1,Higher Cost,4.0,7,20,15_to_30_days,other
tour_idm9oxb6np,zambia,45_to_64,With_Other_Friends/Relatives,0.0,2.0,Visiting_Friends_and_Relatives,Business,Friends_relatives,Independent,0,0,0,0,0,0,0,1,0,0,Lower Cost,2.0,0,1,less_7_days,AF
tour_ideh9t9cq5,burundi,18_to_24,Alone,0.0,1.0,Visiting_Friends_and_Relatives,Hunting_Tourism,Newspaper_magazines_brochures,Independent,0,0,0,0,0,0,0,3,0,0,Lower Cost,1.0,0,3,less_7_days,AF
tour_ido2p6x52h,india,25_to_44,Alone,0.0,1.0,Business,Wildlife_Tourism,Tanzania_Mission_Abroad,Independent,0,0,0,0,0,0,0,10,0,1,Normal Cost,1.0,0,10,8_to_14_days,AS
tour_id1uhfiepj,canada,25_to_44,Alone,1.0,0.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Independent,0,0,0,0,0,0,0,6,6,1,Low Cost,1.0,0,12,8_to_14_days,North_Am
tour_idkxk84m2w,germany,more_65,With_Spouse,1.0,1.0,Leisure_and_Holidays,Beach_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,0,0,0,7,10,1,Higher Cost,2.0,4,17,15_to_30_days,EU
tour_id6a04op8e,united_kingdom,45_to_64,With_Spouse_and_Children,2.0,3.0,Leisure_and_Holidays,Wildlife_Tourism,Radio_TV_Web,Package_Tour,1,1,0,1,1,0,0,3,19,1,Higher Cost,5.0,4,22,15_to_30_days,other
tour_idyh0yvcz4,italy,25_to_44,With_Spouse,1.0,1.0,Leisure_and_Holidays,Beach_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,0,0,0,0,0,9,1,High Cost,2.0,3,9,8_to_14_days,EU
tour_id3oixsfhh,kenya,45_to_64,Alone,0.0,1.0,Meetings_and_Conference,Wildlife_Tourism,Radio_TV_Web,Independent,0,0,0,0,0,0,0,1,0,1,Low Cost,1.0,0,1,less_7_days,AF
tour_idye1vusdy,germany,45_to_64,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,0,0,1,1,1,1,0,8,0,1,Higher Cost,2.0,4,8,8_to_14_days,EU
tour_id2rx21qf1,united_kingdom,25_to_44,Alone,1.0,0.0,Visiting_Friends_and_Relatives,Beach_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,5,0,0,Normal Cost,1.0,0,5,less_7_days,other
tour_idd2b1cjig,poland,45_to_64,With_Other_Friends/Relatives,0.0,3.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,0,0,8,0,1,High Cost,3.0,5,8,8_to_14_days,EU
tour_id3ixn3dbm,australia,25_to_44,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,1,14,5,1,Higher Cost,2.0,7,19,15_to_30_days,other
tour_idui3pno0w,uganda,25_to_44,With_Spouse,1.0,1.0,Visiting_Friends_and_Relatives,Hunting_Tourism,Radio_TV_Web,Independent,0,0,0,0,0,0,0,5,0,0,Lower Cost,2.0,0,5,less_7_days,AF
tour_idh5hjb59s,austria,25_to_44,With_Other_Friends/Relatives,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,0,1,1,0,1,1,10,0,1,High Cost,2.0,5,10,8_to_14_days,EU
tour_id6j8d76ze,united_kingdom,45_to_64,Alone,0.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,0,1,1,1,1,1,0,5,0,0,Normal Cost,1.0,5,5,less_7_days,other
tour_idm6azt5aw,germany,more_65,With_Spouse_and_Children,1.0,2.0,Leisure_and_Holidays,Wildlife_Tourism,Newspaper_magazines_brochures,Independent,0,0,0,0,0,0,0,6,0,0,Normal Cost,3.0,0,6,less_7_days,EU
tour_id5ix2n2s0,italy,18_to_24,Alone,1.0,0.0,Visiting_Friends_and_Relatives,Beach_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,0,20,1,Normal Cost,1.0,0,20,15_to_30_days,EU
tour_idw8wmuh5c,uganda,25_to_44,Alone,1.0,0.0,Visiting_Friends_and_Relatives,Conference_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,2,0,0,Lower Cost,1.0,0,2,less_7_days,AF
tour_idyeq02ef1,kenya,25_to_44,Alone,0.0,1.0,Meetings_and_Conference,Hunting_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,1,0,1,Lower Cost,1.0,0,1,less_7_days,AF
tour_id0qlvqfxw,burundi,18_to_24,Alone,1.0,0.0,Visiting_Friends_and_Relatives,Hunting_Tourism,Trade_fair,Independent,0,0,0,0,0,0,0,7,0,1,Lower Cost,1.0,0,7,less_7_days,AF
tour_id7lss72c3,united_kingdom,45_to_64,Alone,0.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Others,Independent,0,0,0,0,0,0,0,20,19,0,Low Cost,1.0,0,39,31_to_180_days,other
tour_id69f27afu,united_states_of_america,45_to_64,With_Other_Friends/Relatives,1.0,1.0,Scientific_and_Academic,Wildlife_Tourism,Newspaper_magazines_brochures,Package_Tour,0,1,0,1,1,0,0,7,0,0,Higher Cost,2.0,3,7,less_7_days,other
tour_idksjdn2xl,zimbabwe,25_to_44,With_Other_Friends/Relatives,0.0,2.0,Business,Wildlife_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,2,0,1,Low Cost,2.0,0,2,less_7_days,AF
tour_idlw34yvn8,italy,45_to_64,Alone,1.0,0.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,1,7,0,0,Normal Cost,1.0,7,7,less_7_days,EU
tour_idyhtnchf9,nigeria,25_to_44,Alone,0.0,1.0,Business,Wildlife_Tourism,Travel_agent_tour_operator,Independent,0,0,0,0,0,0,0,9,0,0,Low Cost,1.0,0,9,8_to_14_days,AF
tour_idoq1g2nkn,uganda,25_to_44,With_Other_Friends/Relatives,6.0,6.0,Visiting_Friends_and_Relatives,Hunting_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,4,0,1,Lower Cost,12.0,0,4,less_7_days,AF
tour_idafosyusj,kenya,45_to_64,Alone,0.0,1.0,Business,Hunting_Tourism,Newspaper_magazines_brochures,Independent,0,0,0,0,0,0,0,4,0,0,Normal Cost,1.0,0,4,less_7_days,AF
tour_ids2ma3kki,russia,18_to_24,With_Other_Friends/Relatives,0.0,2.0,Leisure_and_Holidays,Conference_Tourism,Radio_TV_Web,Package_Tour,0,1,1,1,0,0,0,10,0,1,Higher Cost,2.0,3,10,8_to_14_days,EU
tour_idohz0675e,australia,25_to_44,With_Other_Friends/Relatives,2.0,0.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Independent,0,0,0,0,0,0,0,45,7,1,High Cost,2.0,0,52,31_to_180_days,other
tour_idyheadlgo,united_kingdom,25_to_44,Alone,0.0,1.0,Leisure_and_Holidays,Beach_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,10,3,1,Normal Cost,1.0,0,13,8_to_14_days,other
tour_idnbhi72oh,drc,25_to_44,None,0.0,1.0,Business,Wildlife_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,7,0,0,Low Cost,1.0,0,7,less_7_days,other
tour_idgbtmgf3g,canada,more_65,Alone,1.0,0.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,0,1,1,1,1,1,0,12,5,1,Higher Cost,1.0,5,17,15_to_30_days,North_Am
tour_id56gqptgc,india,25_to_44,Alone,0.0,1.0,Meetings_and_Conference,Wildlife_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,7,0,0,Normal Cost,1.0,0,7,less_7_days,AS
tour_idg2qgw21n,sweden,18_to_24,With_Other_Friends/Relatives,1.0,3.0,Volunteering,Beach_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,0,21,1,Normal Cost,4.0,0,21,15_to_30_days,EU
tour_idxqz3cnys,the_netherlands,25_to_44,With_Spouse,1.0,1.0,Leisure_and_Holidays,Conference_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,30,5,1,High Cost,2.0,0,35,31_to_180_days,other
tour_idokp5ukt2,ghana,45_to_64,Alone,0.0,1.0,Meetings_and_Conference,Cultural_Tourism,Travel_agent_tour_operator,Independent,0,0,0,0,0,0,0,3,0,0,Normal Cost,1.0,0,3,less_7_days,AF
tour_id2stovb8j,oman,45_to_64,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Newspaper_magazines_brochures,Package_Tour,1,1,1,1,1,1,1,0,4,1,Normal Cost,2.0,7,4,less_7_days,AS
tour_idesllxv3n,denmark,45_to_64,Alone,1.0,0.0,Leisure_and_Holidays,Conference_Tourism,Radio_TV_Web,Independent,0,0,0,0,0,0,0,22,0,0,Normal Cost,1.0,0,22,15_to_30_days,EU
tour_idj9mhzh3j,united_states_of_america,more_65,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,0,10,0,1,Higher Cost,2.0,6,10,8_to_14_days,other
tour_id3y2kfv9c,russia,45_to_64,Alone,1.0,0.0,Leisure_and_Holidays,Conference_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,0,1,0,0,8,0,1,Low Cost,1.0,4,8,8_to_14_days,EU
tour_idrsfknm64,united_states_of_america,45_to_64,Alone,1.0,0.0,Visiting_Friends_and_Relatives,Wildlife_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,7,0,1,Normal Cost,1.0,0,7,less_7_days,other
tour_idhbzidxnk,united_kingdom,25_to_44,With_Children,2.0,0.0,Other,Hunting_Tourism,Others,Independent,0,0,0,0,0,0,0,12,0,0,Normal Cost,2.0,0,12,8_to_14_days,other
tour_idmlp4z5qq,united_kingdom,25_to_44,With_Spouse,0.0,1.0,Leisure_and_Holidays,Conference_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,0,8,0,1,High Cost,1.0,6,8,8_to_14_days,other
tour_idvyrjo69x,kenya,25_to_44,Alone,0.0,1.0,Business,Hunting_Tourism,Others,Independent,0,0,0,0,0,0,0,3,0,0,Low Cost,1.0,0,3,less_7_days,AF
tour_idvc3pdsxf,malaysia,45_to_64,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Friends_relatives,Package_Tour,0,1,1,0,0,0,0,4,0,1,Higher Cost,2.0,2,4,less_7_days,AS
tour_idge9koeui,korea,25_to_44,Alone,1.0,0.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Independent,0,0,0,0,0,0,0,8,5,1,Normal Cost,1.0,0,13,8_to_14_days,AS
tour_idj3clg34q,denmark,18_to_24,Alone,0.0,1.0,Leisure_and_Holidays,Hunting_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,0,14,14,1,Highest Cost,1.0,6,28,15_to_30_days,EU
tour_idbuz1xt57,uae,45_to_64,Alone,0.0,1.0,Business,Hunting_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,2,0,0,Normal Cost,1.0,0,2,less_7_days,other
tour_id1t22gxyx,italy,45_to_64,With_Spouse,1.0,1.0,Visiting_Friends_and_Relatives,Beach_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,0,8,1,Normal Cost,2.0,0,8,8_to_14_days,EU
tour_idcyhuoodr,kenya,25_to_44,Alone,0.0,1.0,Business,Wildlife_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,3,0,0,Low Cost,1.0,0,3,less_7_days,AF
tour_id8fyqaolp,congo,25_to_44,With_Other_Friends/Relatives,0.0,2.0,Business,Wildlife_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,2,0,0,Lower Cost,2.0,0,2,less_7_days,AF
tour_idtuesr0uu,south_africa,45_to_64,With_Other_Friends/Relatives,5.0,6.0,Leisure_and_Holidays,Wildlife_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,9,1,1,High Cost,11.0,0,10,8_to_14_days,other
tour_id6k7klpmc,south_africa,25_to_44,Alone,1.0,0.0,Business,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,0,1,1,1,0,1,1,5,0,1,Normal Cost,1.0,5,5,less_7_days,other
tour_idw6jxxx8t,united_kingdom,25_to_44,With_Other_Friends/Relatives,1.0,1.0,Leisure_and_Holidays,Conference_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,10,0,1,High Cost,2.0,0,10,8_to_14_days,other
tour_idplf7byqk,kenya,45_to_64,Alone,0.0,1.0,Business,Hunting_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,6,0,0,Higher Cost,1.0,0,6,less_7_days,AF
tour_idvkpkvtul,norway,18_to_24,With_Other_Friends/Relatives,2.0,0.0,Medical,Hunting_Tourism,Others,Independent,0,0,0,0,0,0,0,33,0,1,Normal Cost,2.0,0,33,31_to_180_days,EU
tour_iducxwi8q3,uae,18_to_24,None,1.0,0.0,Volunteering,Wildlife_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,25,5,1,Lower Cost,1.0,0,30,15_to_30_days,other
tour_iduic1lfwt,italy,25_to_44,With_Spouse,1.0,1.0,Leisure_and_Holidays,Beach_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,0,0,7,1,Higher Cost,2.0,6,7,less_7_days,EU
tour_idwxeegsb4,united_kingdom,25_to_44,Alone,0.0,1.0,Visiting_Friends_and_Relatives,Wildlife_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,10,3,1,Lower Cost,1.0,0,13,8_to_14_days,other
tour_idhwevsx5p,switzerland,18_to_24,With_Other_Friends/Relatives,5.0,5.0,Leisure_and_Holidays,Wildlife_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,23,0,0,Normal Cost,10.0,0,23,15_to_30_days,EU
tour_idhg0ph9or,united_kingdom,18_to_24,None,1.0,0.0,Volunteering,Hunting_Tourism,Others,Independent,0,0,0,0,0,0,0,7,0,1,Normal Cost,1.0,0,7,less_7_days,other
tour_id2eiqiv04,kenya,25_to_44,Alone,0.0,1.0,Business,Cultural_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,2,0,0,Low Cost,1.0,0,2,less_7_days,AF
tour_idksf3nxpb,drc,18_to_24,With_Other_Friends/Relatives,2.0,0.0,Business,Hunting_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,5,0,1,Lower Cost,2.0,0,5,less_7_days,other
tour_idg6m3vu85,denmark,18_to_24,With_Other_Friends/Relatives,1.0,0.0,Leisure_and_Holidays,Conference_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,0,1,1,10,6,1,Highest Cost,1.0,6,16,15_to_30_days,EU
tour_id6ydbnfo0,switzerland,45_to_64,With_Spouse,0.0,1.0,Leisure_and_Holidays,Beach_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,0,0,0,0,0,8,0,0,Higher Cost,1.0,2,8,8_to_14_days,EU
tour_id7tscf18h,united_kingdom,45_to_64,Alone,0.0,1.0,Visiting_Friends_and_Relatives,Cultural_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,0,108,0,Normal Cost,1.0,0,108,31_to_180_days,other
tour_id5ba6pilq,italy,25_to_44,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,1,5,0,1,Higher Cost,2.0,7,5,less_7_days,EU
tour_idsoqi2a68,denmark,18_to_24,With_Other_Friends/Relatives,4.0,0.0,Leisure_and_Holidays,Beach_Tourism,Friends_relatives,Package_Tour,0,1,1,1,1,1,1,30,8,0,Higher Cost,4.0,6,38,31_to_180_days,EU
